Smiles,CYP1A2,CYP2A6,CYP2B6,CYP2C8,CYP2C9,CYP2C19,CYP2D6,CYP2E1,CYP3A4,St_smi,stratify_col
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(O)=Nc2c(/C=N/N3CCN(C)CC3)c(O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)O/C=C/[C@H](OC)[C@H]1C)c2O)C,1.0,,,,,1.0,1.0,,1.0,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,4.0
O=C(NC1C(=O)N2C(C(=O)O)=C(C)CSC12)C(N)c1ccccc1,,,,,,,,,1.0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,1.0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,1.0
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH:8]([CH2:9][N:10]([CH3:11])[CH3:12])[C:13]2([OH:14])[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,2.0
O([C@@H]1[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]2(C)OC(=O)N(CCCCn3cc(-c4cnccc4)nc3)[C@@H]2[C@@H](C)C(=O)[C@H](C)C[C@]1(OC)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,1.0,,,,,,,,1.0,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,2.0
CC(C)C[C@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,3.0
[OH:1][CH:2]1[CH2:3][CH:4]2[c:5]3[cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13][c:14]3[CH2:15][CH2:16][N:17]2[CH2:18][CH:19]1[CH2:20][CH:21]([CH3:22])[CH3:23],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,COc1cc2c(cc1OC)C1CC(O)C(CC(C)C)CN1CC2,1.0
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,1.0
ClCC(=O)[C@@]1(OC(=O)c2occc2)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(Cl)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,,,,,,,,,1.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,1.0
O=c1ccc2ccccc2o1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,O=c1ccc2ccccc2o1,5.0
Oc1c2c(ccc1)C[C@@H](N(CCC)CCc1sccc1)CC2,,,,,,,,,1.0,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,1.0
[O:1]=[C:2]([OH:3])[CH:4]([O:5][c:6]1[n:7][c:8]([cH:9][c:10]([n:11]1)[CH3:12])[CH3:13])[C:14]([O:15][CH3:16])([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,2.0
CC(C)=CCC[C@@](C)(O)C1CC[C@@]2(C)C1C(O)CC1[C@]3(C)CCC(O)C(C)(C)C3CC[C@@]12C,,,,,,,,,0.0,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3CCC12C,0.0
O=[N+]([O-])c1c(C2C(C(=O)OCC(=O)C)=C(C)NC(C)=C2C(=O)OC)cccc1,,,,,,,,,1.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],1.0
[CH:1]1([CH2:2][CH2:3]1)[C:30]([NH:29][c:11]2[n:10][n:9][c:8]([C:6]([NH:5][CH3:4])=[O:7])[c:13]([cH:12]2)[NH:14][c:15]3[cH:16][cH:17][cH:18][c:19](-[c:20]4[n:21][cH:22][n:23]([n:24]4)[CH3:25])[c:26]3[O:27][CH3:28])=[O:31],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,1.0
CCC(C)(C)OC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCC(C)(C)OC,2.0
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14][CH2:15][N:16]2[CH2:17][CH2:18][CH:19]([O:20][CH:21]([c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4)[CH2:34][CH2:35]2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,1.0
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[N:15]3[CH2:16][CH2:17][N:18]([CH2:19][c:20]4[cH:21][cH:22][cH:23][c:24]([cH:25]4)[CH3:26])[CH2:27][CH2:28]3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1.0
C/C(=C\CCC(C)C1CC[C@@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3O)C(=O)O,,,,,,,,,0.0,CC(=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3O)C(=O)O,0.0
Clc1c(Cl)cccc1C1=C(N)NC(=N)N=N1,,,,,,,,,1.0,N=c1nnc(-c2cccc(Cl)c2Cl)c(N)[nH]1,1.0
[O:1]=[C:2]([NH:3][O:4][CH2:5][CH2:6][OH:7])[c:8]1[cH:9][c:10]2[c:11]([n:12][cH:13][n:14]2[CH3:15])[c:16]([F:17])[c:18]1[NH:19][c:20]3[cH:21][cH:22][c:23]([Br:24])[cH:25][c:26]3[Cl:27],1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,5.0
[CH3:1][O:2][c:3]1[cH:4][c:5]2[c:6]([O:7][c:8]3[cH:9][cH:10][c:11](/[N:12]=[C:13](\\[OH:14])[C:15]4([C:16](=[O:17])[NH:18][c:19]5[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]5)[CH2:26][CH2:27]4)[cH:28][c:29]3[F:30])[cH:31][cH:32][n:33][c:34]2[cH:35][c:36]1[O:37][CH2:38][CH2:39][CH2:40][N:41]1[CH2:42][CH2:43][O:44][CH2:45][CH2:46]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COc1cc2c(Oc3ccc(N=C(O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,1.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,2.0
[O:1]=[c:2]1[n:3][c:4]([NH2:5])[nH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[c:14]1[Br:15],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,1.0
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,2.0
[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([cH:7]1)[C:8]2([OH:9])[CH2:10][CH2:11][CH2:12][CH2:13][CH:14]2[CH2:15][N:16]([CH3:17])[CH3:18],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CN(C)CC1CCCCC1(O)c1cccc(O)c1,1.0
O=C(OCCOCCN(CC)CC)C1(c2ccccc2)CCCC1,,,,,,,,,1.0,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,1.0
Clc1c(N)c(Cl)cc(C(O)CNC(C)(C)C)c1,1.0,,,,,,,,,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,1.0
CC(CC[C@@]1(O)OC2CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)CC[C@@]5(C)C4CC[C@@]3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,,,,,,,,,0.0,CC(CCC1(O)OC2CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,0.0
[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]3[c:7]1[O:8][CH:9]4[C:10](=[CH2:11])[CH2:12][CH2:13][C:14]5([OH:15])[CH:16]([N:17]([CH2:18][CH2:19][C:20]345)[CH2:21][CH:22]6[CH2:23][CH2:24]6)[CH2:25]2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,1.0
Clc1cc2nc(N3CCN(C(=O)c4c(-n5nccn5)ccc(C)c4)[C@H](C)CC3)oc2cc1,,,,,,,,,1.0,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,1.0
[NH2:1][CH2:2][CH2:3][CH:4]=[C:5]1[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[CH2:12][CH2:13][c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NCCC=C1c2ccccc2CCc2ccccc21,1.0
c1ccc(COc2ccc3cccnc3c2)cc1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c1ccc(COc2ccc3cccnc3c2)cc1,2.0
C=C(C)C1CCC(C)[C@]23CCC(C)[C@@]2(C1)O3,,,,,,,,,0.0,C=C(C)C1CCC(C)C23CCC(C)C2(C1)O3,0.0
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(O)=N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C)C(O)=N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,,,,,,,,,1.0,CC=CCC(C)C(O)C1C(O)=NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(O)=NC(C(C)C)C(=O)N(C)C(CC(C)C)C(O)=NC(C)C(O)=NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,1.0
OC=1OC[C@H](Cc2cc3c(CCN(C)C)c[nH]c3cc2)N=1,1.0,,,,,,,,,CN(C)CCc1c[nH]c2ccc(CC3COC(O)=N3)cc12,1.0
O=NN1CC=CCC1c1cccnc1,,1.0,,,,,,,1.0,O=NN1CC=CCC1c1cccnc1,2.0
CC1=CC[C@@H]2[C@H](C1)C2(C)C,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,CC1=CCC2C(C1)C2(C)C,4.0
CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,5.0
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1.0
COc1ccc(-c2nc3cc(C4=NNC(=O)C[C@@H]4C)ccc3[nH]2)cc1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,2.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C)CC4)CC3)CC2)C=C1,,,,,,,,,1.0,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1.0
C[C@H]1S[C@H](c2cccnc2)N(C)C1=O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1SC(c2cccnc2)N(C)C1=O,1.0
FC(F)(F)C(OCF)C(F)(F)F,,,,,,,,,1.0,FCOC(C(F)(F)F)C(F)(F)F,1.0
S=C1N(c2cc(C(F)(F)F)c(C#N)cc2)C(=O)C(C)(C)N1c1cc(F)c(C(O)=NC)cc1,,,,,1.0,,,,1.0,CN=C(O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,2.0
[O:1]=[C:2]1[O:3][C:4]([C:5](=[O:6])[N:7]1[CH3:8])([CH3:9])[CH2:10][CH3:11],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCC1(C)OC(=O)N(C)C1=O,1.0
[O:1]=[C:2]([O:3][CH3:4])[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[NH:11][C:12](=[O:13])[C:14]2=[C:15]([NH:16][c:17]3[cH:18][cH:19][c:20]([cH:21][cH:22]3)[N:23]([C:24](=[O:25])[CH2:26][N:27]4[CH2:28][CH2:29][N:30]([CH3:31])[CH2:32][CH2:33]4)[CH3:34])[c:35]5[cH:36][cH:37][cH:38][cH:39][cH:40]5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,1.0
[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH:11]2[CH2:12][CH2:13][N:14]([c:15]3[cH:16][cH:17][c:18]([O:19][CH2:20][C:21]4([O:22][C:23](=[N:24][CH:25]4[OH:26])[NH2:27])[CH3:28])[cH:29][cH:30]3)[CH2:31][CH2:32]2)[cH:33][cH:34]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)OC(N)=NC1O,1.0
CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,5.0
[O:1]([c:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12)[CH:12]([c:13]3[s:14][cH:15][cH:16][cH:17]3)[CH2:18][CH2:19][NH:20][CH3:21],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNCCC(Oc1cccc2ccccc12)c1cccs1,1.0
CCCc1ccc2ccccc2n1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,CCCc1ccc2ccccc2n1,5.0
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0
CC(=O)N[C@@H](CSC(F)(F)[C@@H](OCF)C(F)F)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(=O)NC(CSC(F)(F)C(OCF)C(F)F)C(=O)O,1.0
C[C@@H](C#Cc1ccc(Cc2ccccc2)s1)NC(N)=O,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,CC(C#Cc1ccc(Cc2ccccc2)s1)NC(N)=O,6.0
Clc1c([C@H](N(C(=O)[C@H]2N(c3nccc(C#N)c3)C(=O)CC2)c2cc(F)cnc2)C(O)=NC2CC(F)(F)C2)cccc1,,,,,,,,,1.0,N#Cc1ccnc(N2C(=O)CCC2C(=O)N(c2cncc(F)c2)C(C(O)=NC2CC(F)(F)C2)c2ccccc2Cl)c1,1.0
CC(=O)OC1C(C)OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C1OC(C)=O,,,,,,,,,0.0,CC(=O)OC1C(C)OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C1OC(C)=O,0.0
[O:1]=[C:2]([N:3]1[CH2:4][CH2:5][N:6]([c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH:13]3[O:14][C:15]([O:16][CH2:17]3)([c:18]4[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]4[Cl:25])[CH2:26][N:27]5[C:28](=[O:29])[CH2:30][NH:31][CH:32]5[OH:33])[cH:34][cH:35]2)[CH2:36][CH2:37]1)[CH3:38],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,CC(=O)N1CCN(c2ccc(OCC3COC(CN4C(=O)CNC4O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,2.0
O=C1N=C(O)C(C(CCC)C)(CC)C(O)=N1,,,,,,1.0,1.0,,,CCCC(C)C1(CC)C(O)=NC(=O)N=C1O,2.0
CC[S@](=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC[S+]([O-])c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,1.0
[CH3:1][O:2][c:3]1[c:4]([OH:5])[cH:6][cH:7][c:8]([C@H:10]2[O:11][c:12]3[c:13]([cH:18][cH:19][c:20]([C@H:22]4[O:23][c:24]5[cH:25][c:26]([OH:27])[cH:28][c:29]([OH:30])[c:31]5[C:32](=[O:33])[C@@H:34]4[OH:35])[cH:21]3)[O:14][C@@H:15]2[CH2:16][OH:17])[cH:9]1,,,,1.0,,,,,,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,1.0
CCCCCCCCCCCCCCCCCCCCCC(=O)OC1CC[C@]2(C)C(=CCC3C4CCC(C(C)CCC(CC)C(C)C)[C@]4(C)CCC32)C1,,,,,,,,,0.0,CCCCCCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCC(CC)C(C)C)CCC32)C1,0.0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,4.0
CC(=O)OC1CC2[C@]3(C)CCC(OC(=O)CC(=O)O)C(C)(C)C3CC[C@]2(C)[C@@]2(C)CCC([C@]3(C)CCC(C(C)(C)O)O3)C12,,,,,,,,,0.0,CC(=O)OC1CC2C3(C)CCC(OC(=O)CC(=O)O)C(C)(C)C3CCC2(C)C2(C)CCC(C3(C)CCC(C(C)(C)O)O3)C12,0.0
CCCCN(C)N=O,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CCCCN(C)N=O,9.0
S(=O)(=O)(Nc1c(C)c(C)no1)c1ccc(N)cc1,,,,,1.0,,,,0.0,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1.0
O=C([O-])CN1CCN(CC(=O)[O-])CCN(C(CO)C(O)CO)CCN(CC(=O)[O-])CC1,,,,,,,,,0.0,O=C(O)CN1CCN(CC(=O)O)CCN(C(CO)C(O)CO)CCN(CC(=O)O)CC1,0.0
Cn1cnc2c1c(=O)[nH]c(=O)n2C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cn1cnc2c1c(=O)[nH]c(=O)n2C,2.0
Clc1ccc(C(=O)NCCc2ccc(OC(C(=O)O)(C)C)cc2)cc1,,,,,,,,,1.0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1.0
Cc1cccc(C)c1OC[C@@H](C)N,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Cc1cccc(C)c1OCC(C)N,4.0
[O:1]=[C:2]([O:3][CH2:4][c:5]1[s:6][cH:7][n:8][cH:9]1)[NH:10][CH:11]([CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH:19]([OH:20])[CH2:21][CH:22]([NH:23][C:24](=[O:25])[CH:26]([NH:27][C:28](=[O:29])[N:30]([CH3:31])[CH2:32][c:33]3[n:34][c:35]([s:36][cH:37]3)[CH:38]([CH3:39])[CH3:40])[CH:41]([CH3:42])[CH3:43])[CH2:44][c:45]4[cH:46][cH:47][cH:48][cH:49][cH:50]4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,2.0
COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,5.0
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,1.0
O(CC=1N(C)C(=O)c2c(N=1)cccc2)c1ccc(CC2C(O)=NC(=O)S2)cc1,,,,,,,,,1.0,Cn1c(COc2ccc(CC3SC(=O)N=C3O)cc2)nc2ccccc2c1=O,1.0
C[C@@H]1CO[C@@]2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,1.0
O=C(O)CCC(=O)OC1C(OC(=O)/C=C/c2ccc(O)c(O)c2)CC(O)(C(=O)O)CC1OC(=O)/C=C/c1ccc(O)c(O)c1,,,,,,,,,0.0,O=C(O)CCC(=O)OC1C(OC(=O)C=Cc2ccc(O)c(O)c2)CC(O)(C(=O)O)CC1OC(=O)C=Cc1ccc(O)c(O)c1,0.0
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,2.0
[O:1]=[C:2]([NH:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][c:11]1[F:12])[c:13]2[cH:14][n:15]3[c:16]([C:17](=[O:18])[N:19]4[CH:20]([O:21][CH2:22][CH2:23][CH:24]4[CH3:25])[CH2:26]3)[c:27]([OH:28])[c:29]2=[O:30],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,1.0
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,6.0
CCCCCCCCCCCCC/C=C/C(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(O[C@@]3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(CO)O[C@@]4(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(CO)O[C@@]5(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O5)O4)O3)C2O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCC,,,,,,,,,0.0,CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(OC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(CO)OC4(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(CO)OC5(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O5)O4)O3)C2O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCC,0.0
Clc1c(N)cc(OC)c(C(O)=N[C@H]2[C@@H](OC)CN(CCCOc3ccc(F)cc3)CC2)c1,1.0,,,,1.0,1.0,1.0,,1.0,COc1cc(N)c(Cl)cc1C(O)=NC1CCN(CCCOc2ccc(F)cc2)CC1OC,5.0
CCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,,,,,,,,,0.0,CCCC=CC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,0.0
