Smiles,CYP1A2,CYP2A6,CYP2B6,CYP2C8,CYP2C9,CYP2C19,CYP2D6,CYP2E1,CYP3A4,St_smi,stratify_col
O[C@@H](CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1.0
NCCc1ccc(O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NCCc1ccc(O)cc1,1.0
CC[C@H]1OC[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C[C@H](C)[C@@H](O)[C@]1(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCC1OCC(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CC(C)C(O)C1(C)O,1.0
Clc1cc2/C(=C\CCN3CCN(CCO)CC3)/c3c(Sc2cc1)cccc3,,,,,,,,,1.0,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0
S(CCC)c1cc2[nH]c(N=C(OC)O)nc2cc1,1.0,,,,,1.0,1.0,,1.0,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,4.0
O(C)c1c(Nc2nc(-c3c4c(n(C)c3)cccc4)ccn2)cc(N=C(O)C=C)c(N(CCN(C)C)C)c1,,,,,,,,,1.0,C=CC(O)=Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1.0
S=C1N(c2cc(C(F)(F)F)c(C#N)nc2)C(=O)C2(N1c1cc(F)c(C(O)=NC)cc1)CCC2,,,,,,,,,1.0,CN=C(O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,1.0
OC(=N)C(CCn1c(C)ncc1)(c1ccccc1)c1ccccc1,,,,,,,,,1.0,Cc1nccn1CCC(C(=N)O)(c1ccccc1)c1ccccc1,1.0
CCCNCc1cc(=O)oc2cc(OC)ccc12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,CCCNCc1cc(=O)oc2cc(OC)ccc12,3.0
O=C([C@@H](N=C(OC)O)C(C)C)N1[C@@H](C)CC[C@H]1c1[nH]c2c(n1)ccc1c2cc2OCc3c(-c2c1)ccc(-c1[nH]c([C@H]2N(C(=O)[C@H](N=C(OC)O)c4ccccc4)C[C@@H](COC)C2)nc1)c3,,,,,,,,,1.0,COCC1CC(c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc(C7CCC(C)N7C(=O)C(N=C(O)OC)C(C)C)[nH]c65)cc3-4)[nH]2)N(C(=O)C(N=C(O)OC)c2ccccc2)C1,1.0
C=C(C)C1CC[C@](C)(O)C2CCC(C)C2C1,,,,,,,,,0.0,C=C(C)C1CCC(C)(O)C2CCC(C)C2C1,0.0
FC(F)(F)c1cc(N=C(O)c2cc(Nc3nc(-c4cnccc4)ccn3)c(C)cc2)cc(-n2cc(C)nc2)c1,,,,,,,,,1.0,Cc1cn(-c2cc(N=C(O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,1.0
CC(=O)OC1CC(C)=C2C(/C=C(\C)C(=O)O)CCC(C)C21,,,,,,,,,0.0,CC(=O)OC1CC(C)=C2C(C=C(C)C(=O)O)CCC(C)C21,0.0
CNC=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CNC=O,1.0
OC(=N)c1nccnc1,1.0,,,,,,,,1.0,N=C(O)c1cnccn1,2.0
S(=O)(=O)(N(C[C@@H](O)[C@@H](N=C(O[C@@H]1COCC1)O)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,,,,,1.0,,,,1.0,CC(C)CN(CC(O)C(Cc1ccccc1)N=C(O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,2.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,1.0
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1.0
C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,CC1OC2(CS1)CN1CCC2CC1,3.0
O=C(Oc1c(C)c2OCOc2c2[C@H]3N4[C@@H](O)[C@H]5N(C)[C@@H]([C@@H]4[C@H](SC[C@@]4(C(=O)OC3)NCCc3c4cc(OC)c(O)c3)c12)c1c(O)c(OC)c(C)cc1C5)C,,,,,1.0,1.0,1.0,,1.0,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,4.0
Clc1cc2C(=CCCN(C)C)c3c(Sc2cc1)cccc3,,,,,,,,,1.0,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,1.0
CCC(C)C(N)C(=O)NC(CCCNC(=N)N)C(=O)O,,,,,,,,,0.0,CCC(C)C(N)C(=O)NC(CCCNC(=N)N)C(=O)O,0.0
NC(N)=N/N=C/c1c(Cl)cccc1Cl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(N)=NN=Cc1c(Cl)cccc1Cl,1.0
Clc1c(NS(=O)(=O)c2c(C(=O)Cc3c(C)cc4OCOc4c3)scc2)onc1C,,,,,1.0,,,,,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,1.0
O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(C)CC3)C4)C=C1,,,,,,,,,1.0,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,1.0
OC[C@H]1O[C@@H](N2C(O)=NC(=N)C=C2)CC1,,,,,1.0,,,,1.0,N=c1ccn(C2CCC(CO)O2)c(O)n1,2.0
CC1CC[C@@]2(OC1)OC1CC3C4CCC5CC(=O)CC[C@@]5(C)C4CC[C@@]3(C)C1C2C,,,,,,,,,0.0,CC1CCC2(OC1)OC1CC3C4CCC5CC(=O)CCC5(C)C4CCC3(C)C1C2C,0.0
O=S1(=O)N(C)C(C(O)=Nc2sc(C)cn2)=C(O)c2c1cccc2,,,,,1.0,,,,1.0,Cc1cnc(N=C(O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,2.0
COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)C(O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COC(=O)OC12COC1CC(O)C1(C)C(=O)C(OC(C)=O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)C(C)(C)C)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,1.0
COC(C)(C)C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COC(C)(C)C,2.0
S(=O)(=O)(N[C@H](C(=O)N1[C@@H](C(=O)O)C[C@H](C)CC1)CCCNC(=N)N)c1c2NCC(C)Cc2ccc1,,,,,,,,,1.0,CC1CNc2c(cccc2S(=O)(=O)NC(CCCNC(=N)N)C(=O)N2CCC(C)CC2C(=O)O)C1,1.0
Clc1c(C(F)(F)F)cc(N=C(O)Nc2c(F)cc(Oc3cc(C(=O)NC)ncc3)cc2)cc1,,,,,,,,,1.0,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,1.0
C[C@H]1[C@@H](OCc2ccc(C(=O)O)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC1CCC2C(C)C(OCc3ccc(C(=O)O)cc3)OC3OC4(C)CCC1C32OO4,1.0
Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@@H](O)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,1.0
[O:1]=[C:2]([OH:3])[C:4]([CH3:5])([CH3:6])[CH2:7][CH2:8][CH2:9][O:10][c:11]1[cH:12][c:13]([cH:14][cH:15][c:16]1[CH3:17])[CH3:18],1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,4.0
CC(=O)NC1C(OC2C(O)C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C2O)OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O[C@]5(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O5)C4O)C(O)C3NC(C)=O)C2O)C1O,,,,,,,,,0.0,CC(=O)NC1C(OC2C(O)C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C2O)OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(OC4OC(CO)C(O)C(OC5(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O5)C4O)C(O)C3NC(C)=O)C2O)C1O,0.0
[F:1][c:2]1[cH:3][cH:4][c:5]2[O:6][CH:7]([CH2:8][CH2:9][c:10]2[cH:11]1)[CH:12]([OH:13])[CH2:14][NH:15][CH2:16][CH:17]([OH:18])[CH:19]3[O:20][c:21]4[cH:22][cH:23][c:24]([F:25])[cH:26][c:27]4[CH2:28][CH2:29]3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,3.0
O[C@@H](C[C@H](C(O)=N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1)CN1[C@H](C(O)=NC(C)(C)C)CN(Cc2cnccc2)CC1,,,,,,,,,1.0,CC(C)(C)N=C(O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(O)=NC1c2ccccc2CC1O,1.0
O=C(O)CCc1oc(c(-c2ccccc2)n1)-c1ccccc1,,,,,1.0,,,,,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1.0
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,1.0
O=C(CO)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,,,,,,,,,1.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,1.0
O=C(NCCCN(C)c1nc(N)c2c(n1)cc(OC)c(OC)c2)C1OCCC1,,,,,,,,,1.0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,1.0
O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NCC)CCC1)CCCN=C(N)N)CC(C)C)CC(C)C)Cc1ccc(O)cc1)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO,,,,,,,,,1.0,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,1.0
COc1c2occc2cc2ccc(=O)oc12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1c2occc2cc2ccc(=O)oc12,1.0
CCc1cccc(CC)c1N(COC)C(=O)CCl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CCc1cccc(CC)c1N(COC)C(=O)CCl,2.0
CNCC[C@H](Oc1ccccc1C)c1ccccc1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,CNCCC(Oc1ccccc1C)c1ccccc1,7.0
O=C([C@@H](N=C(OC)O)C(C)C)N1[C@H](c2[nH]c(-c3cc4c(n5[C@H](c6ccccc6)Oc6c(-c5c4)ccc(-c4[nH]c([C@H]5N(C(=O)[C@@H](N=C(OC)O)C(C)C)CCC5)nc4)c6)cc3)cn2)CCC1,,,,,,,,,1.0,COC(O)=NC(C(=O)N1CCCC1c1ncc(-c2ccc3c(c2)OC(c2ccccc2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(N=C(O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,1.0
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CC,,,,,,,,,1.0,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.0
COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,7.0
O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,,,,,1.0,,,,,O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,1.0
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][c:6]2[c:7]([nH:8][c:9]3[cH:10][c:11]([F:12])[cH:13][c:14]1[c:15]23)-[c:16]4[cH:17][cH:18][c:19]([cH:20][cH:21]4)[CH2:22][NH:23][CH3:24],1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,3.0
Clc1c(N=C(O)c2c(O)ccc(Cl)c2)ccc([N+](=O)[O-])c1,,,,,1.0,,,,,O=[N+]([O-])c1ccc(N=C(O)c2cc(Cl)ccc2O)c(Cl)c1,1.0
[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][n:6][c:7]([n:8]1[CH2:9][CH2:10][OH:11])[CH3:12],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cc1ncc([N+](=O)[O-])n1CCO,2.0
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,2.0
Oc1nc(O)c2nc[nH]c2n1,1.0,,,,,,,,,Oc1nc(O)c2nc[nH]c2n1,1.0
C=CC=C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC=C,1.0
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,9.0
O=C(O)CC1(CN)CCCCC1,,,,,,,,,1.0,NCC1(CC(=O)O)CCCCC1,1.0
O=C1[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]2(C)O[C@H]2C[C@@H](/C(=C/c2nc(C)sc2)/C)N=C(O)C[C@H](O)C1(C)C,,,,,,,,,1.0,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(O)=N1,1.0
CC1CC[C@@]2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)C[C@@]5(C)C4CC[C@@]3(C)C1C2C,,,,,,,,,0.0,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,0.0
S(=O)(=O)(N(C[C@@H](O)[C@@H](N=C(O[C@@H]1[C@H]2[C@@H](OC1)OCC2)O)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,,,,,,,,,1.0,CC(C)CN(CC(O)C(Cc1ccccc1)N=C(O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,1.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1.0
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC1C(=O)OCC1Cc1cncn1C,1.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1.0
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,4.0
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1.0
[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH:11]2[CH2:12][CH2:13][N:14]([c:15]3[cH:16][cH:17][c:18]([O:19][CH2:20][C:21]4([O:22][C:23](=[N:24][CH2:25]4)[NH2:26])[CH3:27])[cH:28][cH:29]3)[CH2:30][CH2:31]2)[cH:32][cH:33]1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CN=C(N)O1,3.0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,3.0
C=C1CC1CC(NC(=O)CCC(N)C(=O)O)C(=O)O,,,,,,,,,0.0,C=C1CC1CC(NC(=O)CCC(N)C(=O)O)C(=O)O,0.0
c1ccc2[nH]ccc2c1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,c1ccc2[nH]ccc2c1,3.0
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN(C)CC1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,1.0
O=C(O)C(N)(Cc1cc(O)c(O)cc1)C,1.0,,,,,,,,,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,1.0
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,2.0
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@H]4[C@H]3C(=C)C[C@@]21C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3C(=C)CC21C,1.0
Ic1c(Oc2cc(I)c(O)cc2)c(I)cc(C[C@H](N)C(=O)O)c1,,,,,,,,,1.0,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,1.0
[OH:1][CH:2]1[CH2:3][CH:4]([CH3:5])[CH2:6][CH2:7][CH:8]1[CH:9]([CH3:10])[CH3:11],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1CCC(C(C)C)C(O)C1,1.0
O=[N+]([O-])c1cc(C2C(C(OC(CN(CCC(c3ccccc3)c3ccccc3)C)(C)C)=O)=C(C)NC(C)=C2C(=O)OC)ccc1,,,,,,,,,1.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,1.0
O=C(O)C/C=C\C[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1NS(=O)(=O)c1ccccc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,O=C(O)CC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,2.0
O(C)C=1C(=O)C(CCCCCCCCCCO)=C(C)C(=O)C=1OC,1.0,,,,,,,,,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,1.0
ClC=1C(=NC(=O)c2cc(OCC3CC3)c(OC(F)F)cc2)C(Cl)=CNC=1,,,,,,,,,1.0,O=C(N=c1c(Cl)c[nH]cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,1.0
O=C1C(N2C(=O)c3c(N)cccc3C2=O)CCC(O)=N1,1.0,,,,,,,,1.0,Nc1cccc2c1C(=O)N(C1CCC(O)=NC1=O)C2=O,2.0
[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[OH:8])[CH2:9][CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[N:17]2[CH2:18][CH2:19][CH2:20][N:21]([CH3:22])[CH3:23],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,1.0
CN1CCN2c3cc(O)ccc3Cc3ccccc3C2C1,1.0,,,,,,1.0,,1.0,CN1CCN2c3cc(O)ccc3Cc3ccccc3C2C1,3.0
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1.0
Fc1cc(-c2cnc(/C=C/[C@@H]3[C@@H]4[C@@H](C)OC(=O)[C@@H]4C[C@H]4[C@H]3CC[C@@H](N=C(OCC)O)C4)cc2)ccc1,,,,,,,,,1.0,CCOC(O)=NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=Cc1ccc(-c2cccc(F)c2)cn1,1.0
c1ccc(C2(c3ccccc3)C[C@@H]2C2=NCCN2)cc1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,3.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,1.0
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,1.0
CC1(C)CC[C@@]2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)C[C@@]3(C)C(=CCC4[C@@]5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C6O)C(C)(C)C5CC[C@@]43C)C2C1,,,,,,,,,0.0,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,0.0
Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1,2.0
CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,4.0
O=C(O[C@H]1[C@H](OC)C[C@H](C[C@@H](C)[C@H]2OC(=O)[C@H]3N(C(=O)C(=O)[C@@]4(O)[C@H](C)CC[C@H](O4)C[C@H](OC)/C(/C)=C/C=C/C=C/[C@@H](C)C[C@@H](C)C(=O)[C@H](OC)[C@H](O)/C(/C)=C/[C@@H](C)C(=O)C2)CCCC3)CC1)C(CO)(CO)C,,,,,,,,,1.0,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1.0
Cl[C@H]1[C@@H]2[C@H]([C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@H](C)C[C@@H]23)[C@]2(C)C(=CC(=O)C=C2)C1,,,,,,,,,1.0,CC1CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,1.0
O(CC)[C@@H]1[C@H](C)[C@H]2[C@@]34OO[C@@](C)(O[C@H]3O1)CC[C@H]4[C@H](C)CC2,0.0,,,,,,,,,CCOC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,0.0
C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,3.0
