Smiles,atom_target
[O:1]=[C:2]([NH:3][CH2:4][CH3:5])[CH2:6][CH2:7][CH2:8][CH:9]=[CH:10][CH2:11][CH:12]1[CH:13]([OH:14])[CH2:15][CH:16]([OH:17])[CH:18]1[CH:19]=[CH:20][CH:21]([OH:22])[CH2:23][CH2:24][C:25]2=[CH:26][CH:27]=[CH:28][CH:29]=[CH:30]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[C:4]([O:5][C:6]2=[CH:7][C:8]([OH:9])=[C:10]([O:11][CH3:12])[C:13]([OH:14])=[C:15]12)[C:16]3=[CH:17][CH:18]=[C:19]([O:20][CH3:21])[C:22]([OH:23])=[CH:24]3,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[S:1]1[C:2]2=[CH:3][CH:4]=[CH:5][CH:6]=[C:7]2[NH:8][C:9]3=[CH:10][C:11]([NH2:12])=[CH:13][CH:14]=[C:15]13,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[NH2:1][C:2]12[CH2:3][CH:4]3[CH2:5][C:6]([CH3:7])([CH2:8]1)[CH2:9][C:10]([CH3:11])([CH2:12]3)[CH2:13]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([O:5][c:6]1[n:7][c:8]([cH:9][c:10]([n:11]1)[CH3:12])[CH3:13])[C:14]([O:15][CH3:16])([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]([CH2:3][O:4][C:5]1=[CH:6][CH:7]=[CH:8][C:9]=2[NH:10][C:11]3=[CH:12][CH:13]=[CH:14][CH:15]=[C:16]3[C:17]12)[CH2:18][NH:19][CH:20]([CH3:21])[CH3:22],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[C:3]([S:4][CH2:5][CH2:6][N:7]1[C:8]2=[CH:9][CH:10]=[C:11]([Cl:12])[C:13]([Cl:14])=[CH:15]2)=[CH:16][C:17]3=[CH:18][CH:19]=[C:20]([OH:21])[CH:22]=[C:23]3[N:24]4[CH2:25][CH2:26][N:27]([CH3:28])[CH2:29][CH2:30]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[CH:3]=[CH:4][CH:5]=[C:6]([CH:7]1)[C:8]2([OH:9])[CH2:10][CH2:11][CH2:12][CH2:13][CH:14]2[CH2:15][N:16]([CH3:17])[CH3:18],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][n:10]([n:11][c:12]12)-[c:13]3[cH:14][cH:15][c:16]([cH:17][cH:18]3)[CH:19]4[CH2:20][NH:21][CH2:22][CH2:23][CH2:24]4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]([CH3:5])([CH3:6])[CH2:7][CH2:8][CH2:9][O:10][C:11]1=[CH:12][C:13](=[CH:14][CH:15]=[C:16]1[CH2:17][OH:18])[CH3:19],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH2:4][C:5]1=[CH:6][CH:7]=[C:8]([F:9])[CH:10]=[C:11]1[F:12])[C:13]2=[CH:14][N:15]3[C:16]([C:17](=[O:18])[N:19]4[CH:20]([O:21][CH2:22][CH:23]4[CH3:24])[CH2:25]3)=[C:26]([OH:27])[C:28]2=[O:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([NH:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][c:11]1[F:12])[c:13]2[cH:14][n:15]3[c:16]([C:17](=[O:18])[N:19]4[CH:20]([O:21][CH2:22][CH:23]4[CH3:24])[CH2:25]3)[c:26]([OH:27])[c:28]2=[O:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][C:5]=1[C:6]2=[CH:7][C:8]([F:9])=[CH:10][CH:11]=[C:12]2[C:13](=[CH:14][C:15]3=[CH:16][CH:17]=[C:18]([CH:19]=[CH:20]3)[S:21](=[O:22])[CH3:23])[C:24]1[CH3:25],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[N:4]1[C:5]2=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]2[CH2:11][CH2:12][C:13]3=[CH:14][CH:15]=[CH:16][CH:17]=[C:18]13,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][C:4]([CH2:5][C:6]([OH:7])=[C:8]1[CH:9]([C:10]2=[CH:11][CH:12]=[CH:13][C:14](=[CH:15]2)[NH:16][S:17](=[O:18])(=[O:19])[C:20]=3[N:21]=[CH:22][C:23](=[CH:24][CH:25]3)[C:26]([F:27])([F:28])[F:29])[CH2:30][CH3:31])([CH2:32][CH2:33][C:34]4=[CH:35][CH:36]=[CH:37][CH:38]=[CH:39]4)[CH2:40][CH2:41][CH3:42],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][C:6](=[CH:7][N:8]=[C:9]1[C:10]2=[N:11][C:12]([C:13](=[O:14])[NH:15]2)([CH3:16])[CH:17]([CH3:18])[CH3:19])[CH2:20][OH:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]([OH:3])[CH2:4][N:5]1[C:6](=[O:7])[CH:8]([NH:9][CH:10]([C:11](=[O:12])[O:13][CH2:14][CH3:15])[CH2:16][CH2:17][C:18]2=[CH:19][CH:20]=[CH:21][CH:22]=[CH:23]2)[CH2:24][CH2:25][C:26]3=[CH:27][CH:28]=[CH:29][CH:30]=[C:31]13,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH:8]=[CH:9][C:10]2=[CH:11][C:12]([OH:13])=[CH:14][C:15]=3[O:16][CH:17]([C:18]4=[CH:19][CH:20]=[C:21]([OH:22])[CH:23]=[CH:24]4)[CH:25]([C:26]5=[CH:27][C:28]([OH:29])=[CH:30][C:31]([OH:32])=[CH:33]5)[C:34]23,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][C:4]1=[CH:5][CH:6]=[C:7]([Cl:8])[CH:9]=[CH:10]1)[NH:11][C:12]2=[CH:13][C:14]([Cl:15])=[C:16]([Cl:17])[CH:18]=[C:19]2[OH:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[OH:1][CH:2]1[O:3][CH:4]2[O:5][C:6]3([O:7][O:8][C:9]24[CH:10]([CH2:11][CH2:12]3)[CH:13]([CH3:14])[CH2:15][CH2:16][CH:17]4[CH:18]1[CH3:19])[CH3:20],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][c:5]([c:6]([F:7])[cH:8]1)[C:9]([OH:10])([CH2:11][n:12]2[n:13][cH:14][n:15][cH:16]2)[CH2:17][n:18]3[n:19][cH:20][n:21][cH:22]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]1[CH2:3][CH:4]2[C:5]3([CH3:6])[CH2:7][CH2:8][CH:9]([OH:10])[C:11]([CH3:12])([CH3:13])[CH:14]3[CH2:15][CH2:16][C:17]2([CH3:18])[C:19]4([CH3:20])[CH2:21][CH2:22][CH:23]([CH:24]14)[C:25]5([O:26][CH:27]([CH2:28][CH2:29]5)[C:30]([OH:31])([CH3:32])[CH3:33])[CH3:34],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][O:5][C:6]1=[CH:7][CH:8]=[CH:9][C:10]=2[NH:11][C:12]3=[CH:13][CH:14]=[CH:15][CH:16]=[C:17]3[C:18]12,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][c:5]1[cH:6][c:7]([cH:8][cH:9][c:10]1[NH:11][c:12]2[c:13]([F:14])[cH:15][c:16]([OH:17])[cH:18][c:19]2[Cl:20])[CH3:21],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][C:4](=[N:5][N:6]1[C:7]2=[CH:8][CH:9]=[CH:10][CH:11]=[CH:12]2)[CH3:13],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[C:4]2[CH2:5][CH2:6][CH:7]3[CH:8]([CH2:9][CH2:10][C:11]4([CH2:12][CH3:13])[CH:14]3[CH2:15][CH2:16][C:17]4([OH:18])[C:19]#[CH:20])[CH:21]2[CH2:22][CH2:23]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([C:4]=1[N:5]=[CH:6][NH:7][N:8]1)[N:9]2[C:10]3=[CH:11][C:12]([F:13])=[CH:14][CH:15]=[C:16]3[C:17]([Br:18])=[C:19]2[CH3:20],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][CH:3]1[N:4]([C:5](=[O:6])[CH2:7][NH:8][C:9]23[CH2:10][CH:11]4[CH2:12][CH:13]([CH2:14][C:15]([OH:16])([CH2:17]4)[CH2:18]2)[CH2:19]3)[CH2:20][CH2:21][CH2:22]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH2:4][CH2:5][c:6]1[cH:7][nH:8][c:9]2[cH:10][c:11]([OH:12])[c:13]([O:14][CH3:15])[cH:16][c:17]12)[CH3:18],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[C:5]([OH:6])[CH:7]=[CH:8][CH:9]=[C:10]1[O:11][CH:12]([C:13]2=[CH:14][CH:15]=[CH:16][CH:17]=[CH:18]2)[CH2:19][CH2:20][NH:21][CH3:22],"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]3[c:7]1[O:8][CH:9]4[CH:10]([OH:11])[CH:12]=[CH:13][CH:14]5[CH:15]([N:16]([CH3:17])[CH2:18][CH2:19][C:20]345)[CH2:21]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[C:5]([CH:6]=[CH:7][CH:8]=[C:9]1[C:10](=[O:11])[NH:12][CH:13]([C:14]2=[CH:15][CH:16]=[C:17]([OH:18])[C:19]([O:20][CH2:21][CH3:22])=[CH:23]2)[CH2:24][S:25](=[O:26])(=[O:27])[CH3:28])[NH:29][C:30](=[O:31])[CH3:32],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[N:4]([OH:5])[CH:6]([c:7]1[s:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[cH:15]1)[CH3:16],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]1[c:5]2[cH:6][cH:7][c:8]([C:9](=[O:10])[c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[n:17]2[CH2:18][CH2:19]1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][C:3]1([CH3:4])[CH:5]([OH:6])[CH2:7][CH2:8][C:9]2([CH3:10])[CH:11]([C:12](=[CH2:13])[CH2:14][CH2:15][CH:16]12)[CH2:17][CH:18]=[C:19]3[CH:20]([OH:21])[O:22][CH2:23][CH:24]3[OH:25],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[C:4]([O:5][C:6]2=[CH:7][C:8]([OH:9])=[C:10]([OH:11])[C:12]([OH:13])=[C:14]12)[C:15]3=[CH:16][CH:17]=[C:18]([OH:19])[CH:20]=[CH:21]3,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4]=2[C:5](=[N:6][CH:7]=[CH:8][C:9]2[CH2:10][OH:11])[N:12]([C:13]3=[N:14][CH:15]=[CH:16][CH:17]=[C:18]13)[CH:19]4[CH2:20][CH2:21]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][C:5]1=[CH:6][C:7](=[CH:8][CH:9]=[C:10]1[NH:11][C:12]2=[C:13]([F:14])[CH:15]=[C:16]([OH:17])[CH:18]=[C:19]2[Cl:20])[CH3:21],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[CH:4][C:5]2([C:6](=[CH:7]1)[CH2:8][CH2:9][CH:10]3[CH:11]4[CH2:12][CH:13]([CH3:14])[C:15]([OH:16])([C:17](=[O:18])[CH2:19][OH:20])[C:21]4([CH3:22])[CH2:23][CH:24]([OH:25])[C:26]23[F:27])[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([C:5]1=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10]1)[CH2:11][C:12]([OH:13])([CH3:14])[CH3:15])[CH3:16],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([C:3]1=[CH:4][CH:5]=[C:6]([CH:7]=[CH:8]1)[CH3:9])[C:10]2=[CH:11][C:12]([OH:13])=[C:14]([OH:15])[C:16](=[CH:17]2)[N+:18](=[O:19])[O-:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4](=[CH:5][CH2:6][C:7]12[O:8][C:9]([CH3:10])([CH3:11])[CH:12]3[CH2:13][CH:14]([C:15]1=[O:16])[CH:17]4[O:18][C:19]45[C:20](=[O:21])[C:22]=6[C:23]([OH:24])=[C:25]7[CH:26]=[CH:27][C:28]([O:29][C:30]7=[C:31]([C:32]6[O:33][C:34]235)[CH2:35][CH:36]=[C:37]([CH3:38])[CH3:39])([CH3:40])[CH2:41][CH2:42][CH:43]=[C:44]([CH3:45])[CH3:46])[CH3:47],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[S:1]1[C:2]2=[CH:3][CH:4]=[CH:5][CH:6]=[C:7]2[C:8](=[CH:9][CH2:10][CH2:11][N:12]([CH3:13])[CH3:14])[C:15]3=[CH:16][CH:17]=[CH:18][CH:19]=[C:20]3[CH2:21]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6][N:7]([CH2:8][CH2:9][CH2:10][O:11][C:12]2=[CH:13][CH:14]=[C:15]([F:16])[CH:17]=[CH:18]2)[CH2:19][CH:20]1[O:21][CH3:22])[C:23]3=[CH:24][C:25]([Cl:26])=[C:27]([NH2:28])[CH:29]=[C:30]3[O:31][CH3:32],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10]1)[C:11](=[N:12][O:13][CH2:32][CH2:33][NH2:34])[CH2:14][CH2:15][CH2:16][CH2:17][O:18][CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[C:8]34[CH2:9][CH2:10][N:11]([CH3:12])[CH:13]([CH2:14]2)[CH:15]3[CH2:16][CH2:17][CH2:18][CH2:19]4,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]([CH2:3][O:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[nH:10][c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[c:17]12)[CH2:18][NH:19][CH2:20][CH2:21][O:22][c:23]4[cH:24][cH:25][cH:26][cH:27][c:28]4[O:29][CH3:30],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]=[CH:5][C:6]1=[CH:7][CH:8]=[C:9]([OH:10])[C:11](=[CH:12]1)[CH2:13][CH:14]=[C:15]([CH3:16])[CH3:17],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[C:7]1[Cl:8])[CH:9]2[C:10]3=[CH:11][CH:12]=[CH:13][CH:14]=[C:15]3[CH:16]([N:17]([OH:18])[CH3:19])[CH2:20][CH2:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[N:1]=1[CH:2]=[CH:3][CH:4]=[C:5]2[C:6]1[C:7]([C:8]3=[CH:9][CH:10]=[CH:11][CH:12]=[C:13]3[CH2:14][CH2:15]2)=[C:16]4[CH2:17][CH2:18][N:19]([CH3:20])[CH2:21][CH2:22]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([C:3]=1[O:4][CH:5]=[CH:6][CH:7]1)[N:8]2[CH2:9][CH2:10][N:11]([C:12]3=[N:13][C:14]([NH2:15])=[C:16]4[CH:17]=[C:18]([O:19][CH3:20])[C:21]([OH:22])=[CH:23][C:24]4=[N:25]3)[CH2:26][CH2:27]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[CH:1]#[C:2][C:3]1=[CH:4][C:5](=[CH:6][CH:7]=[C:8]1[OH:9])[NH:10][C:11]2=[N:12][CH:13]=[N:14][C:15]3=[CH:16][C:17]([O:18][CH2:19][CH2:20][O:21][CH3:22])=[C:23]([O:24][CH2:25][CH2:26][O:27][CH3:28])[CH:29]=[C:30]23,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][c:11]1[F:12])[c:13]2[cH:14][n:15]3[c:16]([C:17](=[O:18])[N:19]4[CH:20]([O:21][CH2:22][CH2:23][CH:24]4[CH3:25])[CH2:26]3)[c:27]([OH:28])[c:29]2=[O:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[OH:1][CH:2]1[CH2:3][C:4]2=[CH:5][CH2:6][CH:7]3[CH:8]4[CH2:9][CH:10]=[C:11]([C:12]=5[CH:13]=[N:14][CH:15]=[CH:16][CH:17]5)[C:18]4([CH3:19])[CH2:20][CH2:21][CH:22]3[C:23]2([CH3:24])[CH2:25][CH2:26]1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]([O:5][C:6]1=[CH:7][CH:8]=[C:9]([CH:10]=[CH:11]1)[CH:12]([OH:13])[C:14]2=[CH:15][CH:16]=[C:17]([Cl:18])[CH:19]=[CH:20]2)([CH3:21])[CH3:22],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[c:6]1[c:7]2[c:8]([cH:9][c:10]([Br:11])[c:12]([OH:13])[c:14]2[CH2:15][N:16]([CH3:17])[CH3:18])[n:19]([c:20]1[CH2:21][S:22](=[O:23])[c:24]3[cH:25][cH:26][cH:27][cH:28][cH:29]3)[CH3:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([C:4]=1[N:5]=[CH:6][N:7]([N:8]1)[S:9](=[O:10])(=[O:11])[N:12]([CH3:13])[CH3:14])[N:15]2[C:16]3=[CH:17][C:18]([F:19])=[C:20]([OH:21])[CH:22]=[C:23]3[C:24]([Br:25])=[C:26]2[CH2:27][OH:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
[OH:1][CH2:2][CH2:3][N:4]([C:5]=1[N:6]=[C:7]2[C:8]([N:9]=[C:10]([N:11]=[C:12]2[N:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]3)[N:19]([CH2:20][CH2:21][OH:22])[CH2:23][CH2:24][OH:25])=[C:26]([N:27]1)[N:28]4[CH2:29][CH2:30][CH2:31][CH2:32][CH2:33]4)[CH2:34][CH2:35][OH:36],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([CH2:5][C:6]1=[CH:7][CH:8]=[C:9]([OH:10])[C:11]([O:12][CH3:13])=[CH:14]1)[CH:15]([CH2:16][OH:17])[CH2:18][C:19]2=[CH:20][CH:21]=[C:22]([O:23][CH3:24])[C:25]([O:26][CH3:27])=[CH:28]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[c:6]1[c:7]2[c:8]([cH:9][c:10]([Br:11])[c:12]([OH:13])[c:14]2[CH2:15][NH:16][CH3:17])[n:18]([c:19]1[CH2:20][S:21](=[O:22])(=[O:23])[c:24]3[cH:25][cH:26][cH:27][cH:28][cH:29]3)[CH3:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:32][C:1]1=[CH:2][CH:3]=[C:4]2[O:5][C:6]3=[CH:7][CH:8]=[CH:9][CH:10]=[C:11]3[CH:12]4[CH2:13][N:14]([CH3:15])[CH2:16][CH:17]4[C:18]2=[CH:19]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][CH2:4][C:5]2([C:6]3=[CH:7][CH:8]=[C:9]([CH:10]=[CH:11]3)[CH2:12][OH:13])[CH2:14][CH:15]12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][c:5]1[c:6]2[cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12][c:13]2[n:14]([C:15](=[O:16])[c:17]3[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]3)[c:24]1[CH3:25],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
